freq	freq_mln	orth_pres	orth_past	ipa_pres	ipa_past	Infl
8	0	camouflage	camouflaged	k&m@flA:Z	k&m@flA:Zd	reg
16	1	campaign	campaigned	k&mpeIn	k&mpeInd	reg
20	1	camp	camped	k&mp	k&mpt	reg
1	0	canalize	canalized	k&n@laIz	k&n@laIzd	reg
29	2	cancel	cancelled	k&nsl,	k&nsl,d	reg
1	0	candy	candied	k&ndI	k&ndId	reg
1	0	cane	caned	keIn	keInd	reg
13	1	can	canned	k&n	k&nd	reg
1	0	cannon	cannoned	k&n@n	k&n@nd	reg
2	0	canonize	canonized	k&n@naIz	k&n@naIzd	reg
2	0	cant	canted	k&nt	k&ntId	reg
1	0	canter	cantered	k&nt@r*	k&nt@d	reg
3	0	canvass	canvassed	k&nv@s	k&nv@st	reg
2	0	caparison	caparisoned	k@p&rIsn,	k@p&rIsn,d	reg
2	0	caper	capered	keIp@r*	keIp@d	reg
5	0	capitalize	capitalized	k&pIt@laIz	k&pIt@laIzd	reg
3	0	capitulate	capitulated	k@pItSUleIt	k@pItSUleItId	reg
7	0	cap	capped	k&p	k&pt	reg
3	0	capsize	capsized	k&psaIz	k&psaIzd	reg
3	0	captain	captained	k&ptIn	k&ptInd	reg
2	0	captivate	captivated	k&ptIveIt	k&ptIveItId	reg
55	3	capture	captured	k&ptS@r*	k&ptS@d	reg
1	0	card	carded	kA:d	kA:dId	reg
75	4	care	cared	kE@r*	kE@d	reg
2	0	careen	careened	k@ri:n	k@ri:nd	reg
1	0	career	careered	k@rI@r*	k@rI@d	reg
8	0	caress	caressed	k@rEs	k@rEst	reg
2	0	caricature	caricatured	k&rIk@tjU@r*	k&rIk@tjU@d	reg
8	0	carpet	carpeted	kA:pIt	kA:pItId	reg
452	25	carry	carried	k&rI	k&rId	reg
5	0	cart	carted	kA:t	kA:tId	reg
55	3	carve	carved	kA:v	kA:vd	reg
2	0	cascade	cascaded	k&skeId	k&skeIdId	reg
1	0	case	cased	keIs	keIst	reg
5	0	cash	cashed	k&S	k&St	reg
1	0	cashier	cashiered	k@SI@r*	k@SI@d	reg
2	0	castigate	castigated	k&stIgeIt	k&stIgeItId	reg
7	0	castrate	castrated	k&streIt	k&streItId	reg
4	0	catalogue	catalogued	k&t@lOg	k&t@lOgd	reg
1	0	catapult	catapulted	k&t@pVlt	k&t@pVltId	reg
4	0	categorize	categorized	k&t@g@raIz	k&t@g@raIzd	reg
10	1	cater	catered	keIt@r*	keIt@d	reg
396	22	catch	caught	k&tS	kO:t	irreg
273	15	cause	caused	kO:z	kO:zd	reg
1	0	cauterize	cauterized	kO:t@raIz	kO:t@raIzd	reg
6	0	caution	cautioned	kO:Sn,	kO:Sn,d	reg
1	0	caw	cawed	kO:	kO:d	reg
79	4	cease	ceased	si:s	si:st	reg
2	0	cede	ceded	si:d	si:dId	reg
24	1	celebrate	celebrated	sElIbreIt	sElIbreItId	reg
5	0	cement	cemented	sImEnt	sImEntId	reg
5	0	censor	censored	sEns@r*	sEns@d	reg
3	0	censure	censured	sEnS@r*	sEnS@d	reg
27	2	centralize	centralized	sEntr@laIz	sEntr@laIzd	reg
30	2	centre	centred	sEnt@r*	sEnt@d	reg
3	0	certify	certified	s3:tIfaI	s3:tIfaId	reg
3	0	chafe	chafed	tSeIf	tSeIft	reg
1	0	chaff	chaffed	tSA:f	tSA:ft	reg
2	0	chagrin	chagrined	S&grIn	S&grInd	reg
20	1	chain	chained	tSeIn	tSeInd	reg
1	0	chain-smoke	chain-smoked	tSeInsm@Uk	tSeInsm@Ukt	reg
6	0	chair	chaired	tSE@r*	tSE@d	reg
2	0	chalk	chalked	tSO:k	tSO:kt	reg
46	3	challenge	challenged	tS&lIndZ	tS&lIndZd	reg
2	0	champion	championed	tS&mpj@n	tS&mpj@nd	reg
4	0	chance	chanced	tSA:ns	tSA:nst	reg
821	46	change	changed	tSeIndZ	tSeIndZd	reg
10	1	channel	channelled	tS&nl,	tS&nl,d	reg
9	1	chant	chanted	tSA:nt	tSA:ntId	reg
1	0	chap	chapped	tS&p	tS&pt	reg
36	2	characterize	characterized	k&r@kt@raIz	k&r@kt@raIzd	reg
98	5	charge	charged	tSA:dZ	tSA:dZd	reg
10	1	charm	charmed	tSA:m	tSA:md	reg
8	0	char	charred	tSA:r*	tSA:d	reg
4	0	chart	charted	tSA:t	tSA:tId	reg
11	1	charter	chartered	tSA:t@r*	tSA:t@d	reg
28	2	chase	chased	tSeIs	tSeIst	reg
3	0	chasten	chastened	tSeIsn,	tSeIsn,d	reg
2	0	chastise	chastised	tS&staIz	tS&staIzd	reg
14	1	chat	chatted	tS&t	tS&tId	reg
13	1	chatter	chattered	tS&t@r*	tS&t@d	reg
1	0	chauffeur	chauffeured	S@Uf@r*	S@Uf@d	reg
1	0	cheapen	cheapened	tSi:p@n	tSi:p@nd	reg
19	1	cheat	cheated	tSi:t	tSi:tId	reg
101	6	check	checked	tSEk	tSEkt	reg
1	0	cheek	cheeked	tSi:k	tSi:kt	reg
22	1	cheer	cheered	tSI@r*	tSI@d	reg
6	0	chequer	chequered	tSEk@r*	tSEk@d	reg
18	1	cherish	cherished	tSErIS	tSErISt	reg
21	1	chew	chewed	tSu:	tSu:d	reg
1	0	chide	chid	tSaId	tSId	irreg
4	0	chide	chided	tSaId	tSaIdId	reg
12	1	chill	chilled	tSIl	tSIld	reg
6	0	chime	chimed	tSaIm	tSaImd	reg
1	0	chink	chinked	tSINk	tSINkt	reg
13	1	chip	chipped	tSIp	tSIpt	reg
1	0	chirp	chirped	tS3:p	tS3:pt	reg
2	0	chisel	chiselled	tSIzl,	tSIzl,d	reg
1	0	chivy	chivied	tSIvI	tSIvId	reg
21	1	choke	choked	tS@Uk	tS@Ukt	reg
42	2	chop	chopped	tSOp	tSOpt	reg
1	0	chortle	chortled	tSO:tl,	tSO:tl,d	reg
2	0	chorus	chorused	kO:r@s	kO:r@st	reg
152	8	choose	chose	tSu:z	tS@Uz	irreg
11	1	christen	christened	krIsn,	krIsn,d	reg
2	0	chronicle	chronicled	krOnIkl,	krOnIkl,d	reg
7	0	chuck	chucked	tSVk	tSVkt	reg
14	1	chuckle	chuckled	tSVkl,	tSVkl,d	reg
3	0	chug	chugged	tSVg	tSVgd	reg
7	0	churn	churned	tS3:n	tS3:nd	reg
2	0	cipher	ciphered	saIf@r*	saIf@d	reg
17	1	circle	circled	s3:kl,	s3:kl,d	reg
18	1	circulate	circulated	s3:kjUleIt	s3:kjUleItId	reg
4	0	circumcise	circumcised	s3:k@msaIz	s3:k@msaIzd	reg
5	0	circumscribe	circumscribed	s3:k@mskraIb	s3:k@mskraIbd	reg
1	0	circumvent	circumvented	s3:k@mvEnt	s3:k@mvEntId	reg
21	1	cite	cited	saIt	saItId	reg
56	3	civilize	civilized	sIvIlaIz	sIvIlaIzd	reg
1	0	clothe	clad	kl@UD	kl&d	irreg
136	8	claim	claimed	kleIm	kleImd	reg
12	1	clamber	clambered	kl&mb@r*	kl&mb@d	reg
1	0	clam	clammed	kl&m	kl&md	reg
3	0	clamour	clamoured	kl&m@r*	kl&m@d	reg
10	1	clamp	clamped	kl&mp	kl&mpt	reg
5	0	clang	clanged	kl&N	kl&Nd	reg
1	0	clank	clanked	kl&Nk	kl&Nkt	reg
21	1	clap	clapped	kl&p	kl&pt	reg
9	1	clarify	clarified	kl&rIfaI	kl&rIfaId	reg
6	0	clash	clashed	kl&S	kl&St	reg
26	1	clasp	clasped	klA:sp	klA:spt	reg
8	0	class	classed	klA:s	klA:st	reg
21	1	classify	classified	kl&sIfaI	kl&sIfaId	reg
10	1	clatter	clattered	kl&t@r*	kl&t@d	reg
8	0	claw	clawed	klO:	klO:d	reg
45	3	clean	cleaned	kli:n	kli:nd	reg
3	0	cleanse	cleansed	klEnz	klEnzd	reg
101	6	clear	cleared	klI@r*	klI@d	reg
2	0	cleave	cleaved	kli:v	kli:vd	reg
2	0	cleave	cleft	kli:v	klEft	irreg
29	2	clench	clenched	klEntS	klEntSt	reg
16	1	click	clicked	klIk	klIkt	reg
2	0	climax	climaxed	klaIm&ks	klaIm&kst	reg
121	7	climb	climbed	klaIm	klaImd	reg
3	0	clinch	clinched	klIntS	klIntSt	reg
2	0	clink	clinked	klINk	klINkt	reg
11	1	clip	clipped	klIp	klIpt	reg
8	0	clip	clipped	klIp	klIpt	reg
3	0	cloak	cloaked	kl@Uk	kl@Ukt	reg
3	0	clobber	clobbered	klOb@r*	klOb@d	reg
2	0	clock	clocked	klOk	klOkt	reg
8	0	clog	clogged	klOg	klOgd	reg
4	0	cloister	cloistered	klOIst@r*	klOIst@d	reg
217	12	close	closed	kl@Uz	kl@Uzd	reg
3	0	closet	closeted	klOzIt	klOzItId	reg
25	1	clothe	clothed	kl@UD	kl@UDd	reg
6	0	clot	clotted	klOt	klOtId	reg
12	1	cloud	clouded	klaUd	klaUdId	reg
1	0	clout	clouted	klaUt	klaUtId	reg
1	0	cleave	clove	kli:v	kl@Uv	irreg
4	0	club	clubbed	klVb	klVbd	reg
2	0	cluck	clucked	klVk	klVkt	reg
2	0	clump	clumped	klVmp	klVmpt	reg
34	2	cling	clung	klIN	klVN	irreg
16	1	cluster	clustered	klVst@r*	klVst@d	reg
26	1	clutch	clutched	klVtS	klVtSt	reg
13	1	clutter	cluttered	klVt@r*	klVt@d	reg
4	0	coach	coached	k@UtS	k@UtSt	reg
1	0	coagulate	coagulated	k@U&gjUleIt	k@U&gjUleItId	reg
3	0	coalesce	coalesced	k@U@lEs	k@U@lEst	reg
2	0	coarsen	coarsened	kO:sn,	kO:sn,d	reg
3	0	coast	coasted	k@Ust	k@UstId	reg
12	1	coat	coated	k@Ut	k@UtId	reg
8	0	coax	coaxed	k@Uks	k@Ukst	reg
8	0	cobble	cobbled	kObl,	kObl,d	reg
17	1	cock	cocked	kOk	kOkt	reg
3	0	cocoon	cocooned	k@ku:n	k@ku:nd	reg
2	0	coddle	coddled	kOdl,	kOdl,d	reg
11	1	code	coded	k@Ud	k@UdId	reg
2	0	codify	codified	k@UdIfaI	k@UdIfaId	reg
2	0	coerce	coerced	k@U3:s	k@U3:st	reg
1	0	coexist	coexisted	k@UIgzIst	k@UIgzIstId	reg
11	1	coil	coiled	kOIl	kOIld	reg
15	1	coincide	coincided	k@UInsaId	k@UInsaIdId	reg
8	0	coin	coined	kOIn	kOInd	reg
1	0	cold-shoulder	cold-shouldered	k@UldS@Uld@r*	k@UldS@Uld@d	reg
6	0	collaborate	collaborated	k@l&b@reIt	k@l&b@reItId	reg
55	3	collapse	collapsed	k@l&ps	k@l&pst	reg
1	0	collar	collared	kOl@r*	kOl@d	reg
2	0	collate	collated	k@leIt	k@leItId	reg
97	5	collect	collected	k@lEkt	k@lEktId	reg
5	0	collectivize	collectivized	k@lEktIvaIz	k@lEktIvaIzd	reg
5	0	collide	collided	k@laId	k@laIdId	reg
1	0	collude	colluded	k@lu:d	k@lu:dId	reg
13	1	colonize	colonized	kOl@naIz	kOl@naIzd	reg
11	1	colour	coloured	kVl@r*	kVl@d	reg
2	0	combat	combatted	kOmb&t	kOmb&tId	reg
17	1	comb	combed	k@Um	k@Umd	reg
152	8	combine	combined	k@mbaIn	k@mbaInd	reg
19	1	comfort	comforted	kVmf@t	kVmf@tId	reg
65	4	command	commanded	k@mA:nd	k@mA:ndId	reg
3	0	commandeer	commandeered	kOm@ndI@r*	kOm@ndI@d	reg
3	0	commemorate	commemorated	k@mEm@reIt	k@mEm@reItId	reg
6	0	commence	commenced	k@mEns	k@mEnst	reg
5	0	commend	commended	k@mEnd	k@mEndId	reg
49	3	comment	commented	kOmEnt	kOmEntId	reg
3	0	commercialize	commercialized	k@m3:S@laIz	k@m3:S@laIzd	reg
24	1	commission	commissioned	k@mISn,	k@mISn,d	reg
101	6	commit	committed	k@mIt	k@mItId	reg
1	0	commune	communed	k@mju:n	k@mju:nd	reg
16	1	communicate	communicated	k@mju:nIkeIt	k@mju:nIkeItId	reg
2	0	commute	commuted	k@mju:t	k@mju:tId	reg
1	0	compact	compacted	k@mp&kt	k@mp&ktId	reg
189	11	compare	compared	k@mpE@r*	k@mpE@d	reg
1	0	compartmentalize	compartmentalized	kOmpA:tmEntl,aIz	kOmpA:tmEntl,aIzd	reg
54	3	compel	compelled	k@mpEl	k@mpEld	reg
11	1	compensate	compensated	kOmpEnseIt	kOmpEnseItId	reg
6	0	compete	competed	k@mpi:t	k@mpi:tId	reg
13	1	compile	compiled	k@mpaIl	k@mpaIld	reg
70	4	complain	complained	k@mpleIn	k@mpleInd	reg
4	0	complement	complemented	kOmplImEnt	kOmplImEntId	reg
111	6	complete	completed	k@mpli:t	k@mpli:tId	reg
15	1	complicate	complicated	kOmplIkeIt	kOmplIkeItId	reg
5	0	comply	complied	k@mplaI	k@mplaId	reg
4	0	compliment	complimented	kOmplImEnt	kOmplImEntId	reg
62	3	compose	composed	k@mp@Uz	k@mp@Uzd	reg
18	1	compound	compounded	k@mpaUnd	k@mpaUndId	reg
2	0	comprehend	comprehended	kOmprIhEnd	kOmprIhEndId	reg
25	1	compress	compressed	k@mprEs	k@mprEst	reg
7	0	comprise	comprised	k@mpraIz	k@mpraIzd	reg
7	0	compromise	compromised	kOmpr@maIz	kOmpr@maIzd	reg
3	0	compute	computed	k@mpju:t	k@mpju:tId	reg
10	1	computerize	computerized	k@mpju:t@raIz	k@mpju:t@raIzd	reg
55	3	conceal	concealed	k@nsi:l	k@nsi:ld	reg
23	1	concede	conceded	k@nsi:d	k@nsi:dId	reg
45	3	conceive	conceived	k@nsi:v	k@nsi:vd	reg
55	3	concentrate	concentrated	kOns@ntreIt	kOns@ntreItId	reg
10	1	concern	concerned	k@ns3:n	k@ns3:nd	reg
91	5	conclude	concluded	k@nklu:d	k@nklu:dId	reg
6	0	concoct	concocted	k@nkOkt	k@nkOktId	reg
4	0	concur	concurred	k@nk3:r*	k@nk3:d	reg
1	0	concuss	concussed	k@nkVs	k@nkVst	reg
58	3	condemn	condemned	k@ndEm	k@ndEmd	reg
9	1	condense	condensed	k@ndEns	k@ndEnst	reg
3	0	condescend	condescended	kOndIsEnd	kOndIsEndId	reg
31	2	condition	conditioned	k@ndISn,	k@ndISn,d	reg
5	0	condone	condoned	k@nd@Un	k@nd@Und	reg
82	5	conduct	conducted	k@ndVkt	k@ndVktId	reg
1	0	confederate	confederated	k@nfEd@reIt	k@nfEd@reItId	reg
16	1	confer	conferred	k@nf3:r*	k@nf3:d	reg
40	2	confess	confessed	k@nfEs	k@nfEst	reg
14	1	confide	confided	k@nfaId	k@nfaIdId	reg
63	4	confine	confined	k@nfaIn	k@nfaInd	reg
85	5	confirm	confirmed	k@nf3:m	k@nf3:md	reg
8	0	confiscate	confiscated	kOnfIskeIt	kOnfIskeItId	reg
1	0	conflate	conflated	k@nfleIt	k@nfleItId	reg
3	0	conflict	conflicted	k@nflIkt	k@nflIktId	reg
5	0	conform	conformed	k@nfO:m	k@nfO:md	reg
4	0	confound	confounded	k@nfaUnd	k@nfaUndId	reg
47	3	confront	confronted	k@nfrVnt	k@nfrVntId	reg
42	2	confuse	confused	k@nfju:z	k@nfju:zd	reg
3	0	congeal	congealed	k@ndZi:l	k@ndZi:ld	reg
13	1	congratulate	congratulated	k@ngr&tSUleIt	k@ngr&tSUleItId	reg
3	0	congregate	congregated	kONgrIgeIt	kONgrIgeItId	reg
3	0	conjecture	conjectured	k@ndZEktS@r*	k@ndZEktS@d	reg
1	0	conjoin	conjoined	k@ndZOIn	k@ndZOInd	reg
3	0	conjure	conjured	kVndZ@r*	kVndZ@d	reg
95	5	connect	connected	k@nEkt	k@nEktId	reg
6	0	con	conned	kOn	kOnd	reg
1	0	connote	connoted	k@n@Ut	k@n@UtId	reg
23	1	conquer	conquered	kONk@r*	kONk@d	reg
4	0	conscript	conscripted	k@nskrIpt	k@nskrIptId	reg
7	0	consecrate	consecrated	kOnsIkreIt	kOnsIkreItId	reg
7	0	consent	consented	k@nsEnt	k@nsEntId	reg
3	0	conserve	conserved	k@ns3:v	k@ns3:vd	reg
363	20	consider	considered	k@nsId@r*	k@nsId@d	reg
6	0	consign	consigned	k@nsaIn	k@nsaInd	reg
8	0	console	consoled	k@ns@Ul	k@ns@Uld	reg
13	1	consolidate	consolidated	k@nsOlIdeIt	k@nsOlIdeItId	reg
5	0	conspire	conspired	k@nspaI@r*	k@nspaI@d	reg
27	2	constitute	constituted	kOnstItju:t	kOnstItju:tId	reg
11	1	constrain	constrained	k@nstreIn	k@nstreInd	reg
4	0	constrict	constricted	k@nstrIkt	k@nstrIktId	reg
57	3	construct	constructed	k@nstrVkt	k@nstrVktId	reg
7	0	construe	construed	k@nstru:	k@nstru:d	reg
38	2	consult	consulted	k@nsVlt	k@nsVltId	reg
37	2	consume	consumed	k@nsju:m	k@nsju:md	reg
2	0	consummate	consummated	kOns@meIt	kOns@meItId	reg
15	1	contact	contacted	kOnt&kt	kOnt&ktId	reg
129	7	contain	contained	k@nteIn	k@nteInd	reg
16	1	contaminate	contaminated	k@nt&mIneIt	k@nt&mIneItId	reg
14	1	contemplate	contemplated	kOntEmpleIt	kOntEmpleItId	reg
6	0	contend	contended	k@ntEnd	k@ntEndId	reg
5	0	content	contented	k@ntEnt	k@ntEntId	reg
7	0	contest	contested	k@ntEst	k@ntEstId	reg
420	23	continue	continued	k@ntInju:	k@ntInju:d	reg
9	1	contort	contorted	k@ntO:t	k@ntO:tId	reg
20	1	contract	contracted	k@ntr&kt	k@ntr&ktId	reg
6	0	contradict	contradicted	kOntr@dIkt	kOntr@dIktId	reg
13	1	contrast	contrasted	k@ntrA:st	k@ntrA:stId	reg
2	0	contravene	contravened	kOntr@vi:n	kOntr@vi:nd	reg
53	3	contribute	contributed	k@ntrIbju:t	k@ntrIbju:tId	reg
14	1	contrive	contrived	k@ntraIv	k@ntraIvd	reg
127	7	control	controlled	k@ntr@Ul	k@ntr@Uld	reg
6	0	convene	convened	k@nvi:n	k@nvi:nd	reg
6	0	converge	converged	k@nv3:dZ	k@nv3:dZd	reg
3	0	converse	conversed	k@nv3:s	k@nv3:st	reg
68	4	convert	converted	k@nv3:t	k@nv3:tId	reg
24	1	convey	conveyed	k@nveI	k@nveId	reg
30	2	convict	convicted	k@nvIkt	k@nvIktId	reg
43	2	convince	convinced	k@nvIns	k@nvInst	reg
3	0	convulse	convulsed	k@nvVls	k@nvVlst	reg
3	0	coo	cooed	ku:	ku:d	reg
92	5	cook	cooked	kUk	kUkt	reg
17	1	cool	cooled	ku:l	ku:ld	reg
6	0	cooperate	cooperated	k@UOp@reIt	k@UOp@reItId	reg
3	0	co-opt	co-opted	k@UOpt	k@UOptId	reg
19	1	co-ordinate	co-ordinated	k@UO:dIneIt	k@UO:dIneItId	reg
7	0	cope	coped	k@Up	k@Upt	reg
23	1	copy	copied	kOpI	kOpId	reg
2	0	cop	copped	kOp	kOpt	reg
2	0	copulate	copulated	kOpjUleIt	kOpjUleItId	reg
2	0	cord	corded	kO:d	kO:dId	reg
3	0	corn	corned	kO:n	kO:nd	reg
9	1	corner	cornered	kO:n@r*	kO:n@d	reg
1	0	corral	corralled	k@rA:l	k@rA:ld	reg
29	2	correct	corrected	k@rEkt	k@rEktId	reg
7	0	correlate	correlated	kOr@leIt	kOr@leItId	reg
9	1	correspond	corresponded	kOrIspOnd	kOrIspOndId	reg
5	0	corroborate	corroborated	k@rOb@reIt	k@rOb@reItId	reg
2	0	corrode	corroded	k@r@Ud	k@r@UdId	reg
10	1	corrugate	corrugated	kOr@geIt	kOr@geItId	reg
11	1	corrupt	corrupted	k@rVpt	k@rVptId	reg
1	0	cosh	coshed	kOS	kOSt	reg
3	0	cosset	cosseted	kOsIt	kOsItId	reg
1	0	cost	costed	kOst	kOstId	reg
6	0	couch	couched	kaUtS	kaUtSt	reg
16	1	cough	coughed	kOf	kOft	reg
8415	469	can	could	k&n	kUd	irreg
4	0	counsel	counselled	kaUnsl,	kaUnsl,d	reg
61	3	count	counted	kaUnt	kaUntId	reg
1	0	countenance	countenanced	kaUnt@n@ns	kaUnt@n@nst	reg
2	0	counteract	counteracted	kaUnt@r&kt	kaUnt@r&ktId	reg
1	0	counterattack	counterattacked	kaUnt@r@t&k	kaUnt@r@t&kt	reg
1	0	counterbalance	counterbalanced	kaUnt@b&l@ns	kaUnt@b&l@nst	reg
16	1	counter	countered	kaUnt@r*	kaUnt@d	reg
25	1	couple	coupled	kVpl,	kVpl,d	reg
3	0	course	coursed	kO:s	kO:st	reg
5	0	court	courted	kO:t	kO:tId	reg
1	0	court-martial	court-martialled	kO:tmA:Sl,	kO:tmA:Sl,d	reg
308	17	cover	covered	kVv@r*	kVv@d	reg
6	0	covet	coveted	kVvIt	kVvItId	reg
4	0	cow	cowed	kaU	kaUd	reg
2	0	cower	cowered	kaU@r*	kaU@d	reg
1	0	cowl	cowled	kaUl	kaUld	reg
1	0	cox	coxed	kOks	kOkst	reg
22	1	crack	cracked	kr&k	kr&kt	reg
9	1	crackle	crackled	kr&kl,	kr&kl,d	reg
8	0	cradle	cradled	kreIdl,	kreIdl,d	reg
2	0	craft	crafted	krA:ft	krA:ftId	reg
27	2	cram	crammed	kr&m	kr&md	reg
3	0	cramp	cramped	kr&mp	kr&mpt	reg
3	0	crane	craned	kreIn	kreInd	reg
2	0	crank	cranked	kr&Nk	kr&Nkt	reg
1	0	crap	crapped	kr&p	kr&pt	reg
30	2	crash	crashed	kr&S	kr&St	reg
2	0	crate	crated	kreIt	kreItId	reg
5	0	crave	craved	kreIv	kreIvd	reg
31	2	crawl	crawled	krO:l	krO:ld	reg
7	0	craze	crazed	kreIz	kreIzd	reg
11	1	creak	creaked	kri:k	kri:kt	reg
5	0	cream	creamed	kri:m	kri:md	reg
13	1	crease	creased	kri:s	kri:st	reg
227	13	create	created	kri:eIt	kri:eItId	reg
13	1	credit	credited	krEdIt	krEdItId	reg
2	0	cremate	cremated	krImeIt	krImeItId	reg
38	2	creep	crept	kri:p	krEpt	irreg
1	0	crest	crested	krEst	krEstId	reg
173	10	cry	cried	kraI	kraId	reg
2	0	crimp	crimped	krImp	krImpt	reg
2	0	cringe	cringed	krIndZ	krIndZd	reg
4	0	crinkle	crinkled	krINkl,	krINkl,d	reg
23	1	cripple	crippled	krIpl,	krIpl,d	reg
1	0	crisp	crisped	krIsp	krIspt	reg
1	0	crisscross	crisscrossed	krIskrOs	krIskrOst	reg
50	3	criticize	criticized	krItIsaIz	krItIsaIzd	reg
3	0	croak	croaked	kr@Uk	kr@Ukt	reg
2	0	crochet	crocheted	kr@USeI	kr@USeId	reg
1	0	crook	crooked	krUk	krUkt	reg
3	0	croon	crooned	kru:n	kru:nd	reg
15	1	crop	cropped	krOp	krOpt	reg
155	9	cross	crossed	krOs	krOst	reg
1	0	cross-examine	cross-examined	krOsIgz&mIn	krOsIgz&mInd	reg
28	2	crouch	crouched	kraUtS	kraUtSt	reg
13	1	crowd	crowded	kraUd	kraUdId	reg
3	0	crow	crowed	kr@U	kr@Ud	reg
15	1	crown	crowned	kraUn	kraUnd	reg
7	0	crucify	crucified	kru:sIfaI	kru:sIfaId	reg
6	0	cruise	cruised	kru:z	kru:zd	reg
10	1	crumble	crumbled	krVmbl,	krVmbl,d	reg
30	2	crumple	crumpled	krVmpl,	krVmpl,d	reg
6	0	crunch	crunched	krVntS	krVntSt	reg
43	2	crush	crushed	krVS	krVSt	reg
9	1	crystallize	crystallized	krIst@laIz	krIst@laIzd	reg
6	0	cube	cubed	kju:b	kju:bd	reg
5	0	cuddle	cuddled	kVdl,	kVdl,d	reg
5	0	cuff	cuffed	kVf	kVft	reg
4	0	cull	culled	kVl	kVld	reg
22	1	cultivate	cultivated	kVltIveIt	kVltIveItId	reg
10	1	cup	cupped	kVp	kVpt	reg
4	0	curb	curbed	k3:b	k3:bd	reg
3	0	curdle	curdled	k3:dl,	k3:dl,d	reg
33	2	cure	cured	kjU@r*	kjU@d	reg
32	2	curl	curled	k3:l	k3:ld	reg
2	0	curry	curried	kVrI	kVrId	reg
25	1	curse	cursed	k3:s	k3:st	reg
7	0	curtail	curtailed	k3:teIl	k3:teIld	reg
5	0	curtain	curtained	k3:tn,	k3:tn,d	reg
2	0	curtsy	curtsied	k3:tsI	k3:tsId	reg
30	2	curve	curved	k3:v	k3:vd	reg
3	0	cushion	cushioned	kUSn,	kUSn,d	reg
4	0	cycle	cycled	saIkl,	saIkl,d	reg
1	0	cyclostyle	cyclostyled	saIkl@UstaIl	saIkl@UstaIld	reg
7	0	dab	dabbed	d&b	d&bd	reg
5	0	dabble	dabbled	d&bl,	d&bl,d	reg
1	0	dally	dallied	d&lI	d&lId	reg
59	3	damage	damaged	d&mIdZ	d&mIdZd	reg
2	0	dam	dammed	d&m	d&md	reg
17	1	damn	damned	d&m	d&md	reg
4	0	damp	damped	d&mp	d&mpt	reg
3	0	dampen	dampened	d&mp@n	d&mp@nd	reg
52	3	dance	danced	dA:ns	dA:nst	reg
1	0	dandle	dandled	d&ndl,	d&ndl,d	reg
9	1	dangle	dangled	d&Ngl,	d&Ngl,d	reg
2	0	dapple	dappled	d&pl,	d&pl,d	reg
56	3	dare	dared	dE@r*	dE@d	reg
27	2	darken	darkened	dA:k@n	dA:k@nd	reg
6	0	darn	darned	dA:n	dA:nd	reg
13	1	dart	darted	dA:t	dA:tId	reg
24	1	dash	dashed	d&S	d&St	reg
29	2	date	dated	deIt	deItId	reg
1	0	daub	daubed	dO:b	dO:bd	reg
3	0	daunt	daunted	dO:nt	dO:ntId	reg
2	0	dawdle	dawdled	dO:dl,	dO:dl,d	reg
13	1	dawn	dawned	dO:n	dO:nd	reg
1	0	daydream	daydreamed	deIdri:m	deIdri:md	reg
24	1	daze	dazed	deIz	deIzd	reg
13	1	dazzle	dazzled	d&zl,	d&zl,d	reg
3	0	deaden	deadened	dEdn,	dEdn,d	reg
4	0	deafen	deafened	dEfn,	dEfn,d	reg
81	5	deal	dealt	di:l	dElt	irreg
1	0	debark	debarked	dIbA:k	dIbA:kt	reg
5	0	debase	debased	dIbeIs	dIbeIst	reg
18	1	debate	debated	dIbeIt	dIbeItId	reg
2	0	debauch	debauched	dIbO:tS	dIbO:tSt	reg
1	0	debilitate	debilitated	dIbIlIteIt	dIbIlIteItId	reg
1	0	debit	debited	dEbIt	dEbItId	reg
1	0	decamp	decamped	dIk&mp	dIk&mpt	reg
1	0	decant	decanted	dIk&nt	dIk&ntId	reg
3	0	decapitate	decapitated	dIk&pIteIt	dIk&pIteItId	reg
7	0	decay	decayed	dIkeI	dIkeId	reg
19	1	deceive	deceived	dIsi:v	dIsi:vd	reg
7	0	decentralize	decentralized	di:sEntr@laIz	di:sEntr@laIzd	reg
579	32	decide	decided	dIsaId	dIsaIdId	reg
3	0	decimate	decimated	dEsImeIt	dEsImeItId	reg
2	0	decipher	deciphered	dIsaIf@r*	dIsaIf@d	reg
5	0	deck	decked	dEk	dEkt	reg
1	0	declaim	declaimed	dIkleIm	dIkleImd	reg
128	7	declare	declared	dIklE@r*	dIklE@d	reg
55	3	decline	declined	dIklaIn	dIklaInd	reg
2	0	decode	decoded	di:k@Ud	di:k@UdId	reg
1	0	decolonize	decolonized	di:kOl@naIz	di:kOl@naIzd	reg
1	0	decompose	decomposed	di:k@mp@Uz	di:k@mp@Uzd	reg
1	0	decontaminate	decontaminated	di:k@nt&mIneIt	di:k@nt&mIneItId	reg
52	3	decorate	decorated	dEk@reIt	dEk@reItId	reg
11	1	decrease	decreased	di:kri:s	di:kri:st	reg
11	1	decree	decreed	dIkri:	dIkri:d	reg
1	0	decry	decried	dIkraI	dIkraId	reg
26	1	dedicate	dedicated	dEdIkeIt	dEdIkeItId	reg
9	1	deduce	deduced	dIdju:s	dIdju:st	reg
6	0	deduct	deducted	dIdVkt	dIdVktId	reg
